id,category_id,voice_url,image_url,romanji,hiragana_katakana,ja-JP,id-ID
506,34,,,kawaii,かわいい,可愛い,"manis, mungil, lucu"
507,34,,,kiiroi,きいろい,黄色い,kuning
508,34,,,kitanai,きたない,汚い,kotor
509,34,,,kurai,くらい,暗い,gelap
510,34,,,kuroi,くろい,黒い,hitam
511,34,,,marui,まるい,丸い,"bulat, bundar"
512,34,,,mazui,まずい,まずい,"tidak enak, tawar"
513,34,,,mijikai,みじかい,短い,pendek
514,34,,,muzukashii,むずかしい,難しい,"sukar, susah, sulit"
515,34,,,nagai,ながい,長い,panjang
516,34,,,nurui,ぬるい,ぬるい,tidak cukup panas/dingin
517,34,,,oishii,おいしい,美味しい,enak
518,34,,,omoi,おもい,重い,berat
519,34,,,omoshiroi,おもしろい,面白い,menarik
520,34,,,ooi,おおい,多い,banyak
521,34,,,ookii,おおきい,大きい,besar
522,34,,,osoi,おそい,遅い,"lambat, lamban"
523,34,,,samui,さむい,寒い,dingin (cuaca)
524,34,,,semai,せまい,狭い,sempit
525,34,,,shiroi,しろい,白い,putih
526,34,,,sukunai,すくない,少ない,"sedikit, kurang"
527,34,,,suzushii,すずしい,涼しい,sejuk
528,34,,,takai,たかい,高い,"mahal, tinggi"
529,34,,,tanoshii,たのしい,楽しい,menyenangkan
530,34,,,tooi,とおい,遠い,jauh
531,34,,,tsumaranai,つまらない,つまらない,membosankan
532,34,,,tsumetai,つめたい,冷たい,dingin (benda)
533,34,,,tsuyoi,つよい,強い,kuat
534,34,,,urusai,うるさい,煩い,"berisik, gaduh, bawel"
535,34,,,usui,うすい,薄い,tipis
536,34,,,wakai,わかい,若い,muda
537,34,,,warui,わるい,悪い,"jelek, buruk"
538,34,,,yasashii,やさしい,優しい,"mudah, gampang"
539,34,,,yasui,やすい,安い,murah
540,34,,,yowai,よわい,弱い,lemah
541,35,,,aoiiya,あおい,青い,biru
542,35,,,benri,べんり,便利,praktis
543,35,,,chiisa(na),ちいさ(な),小さ(な),kecil
544,35,,,daisuki,だいすき,大好き,sangat suka
545,35,,,genki,げんき,元気,"sehat, bersemangat"
546,35,,,heta,へた,下手,"tidak mahir, bodoh"
547,35,,,hima,ひま,暇,senggang
548,35,,,iroiro,いろいろ,色々,macam-macam
549,35,,,jyoubu,じょうぶ,丈夫,"kuat, tahan lama"
550,35,,,jyouzu,じょうず,上手,mahir
551,35,,,kirai,きらい,嫌い,"benci, tidak suka"
552,35,,,kirei,きれい,綺麗,"cantik, bersih"
553,35,,,nigiyaka,にぎやか,賑やか,"ramai, bising"
554,35,,,ooki(na),おおき(な),大き(な),besar
555,35,,,rippa,りっぱ,立派,megah
556,35,,,shinsetsu,しんせつ,親切,"ramah, baik hati"
557,35,,,shizuka,しずか,静か,tenang
558,35,,,suki,すき,好き,suka
559,35,,,taihen,たいへん,大変,menyusahkan
560,35,,,taisetsu,たいせつ,大切,penting
561,35,,,yuumei,ゆうめい,有名,"terkenal, ternama"
562,36,,,akimasu,あきます,開きます,"buka, terbuka"
563,36,,,arukimasu,あるきます,歩きます,berjalan kaki
564,36,,,fukimasu,ふきます,吹きます,bertiup
565,36,,,hakimasu,はきます,履きます,"mengenakan (celana, rok, kaus kaki)"
566,36,,,hatarakimasu,はたらきます,働きます,bekerja
567,36,,,hikimasu,ひきます,引きます,"menarik, terserang"
568,36,,,hikimasu,ひきます,弾きます,"bermain (gitar, piano)"
569,36,,,ikimasu,いきます,行きます,pergi
570,36,,,kakimasu,かきます,書きます,menulis
571,36,,,kikimasu,ききます,聞きます,"mendengar, bertanya"
572,36,,,migakimasu,みがきます,磨きます,"menggosok, memoles"
573,36,,,nakimasu,なきます,鳴きます,"bersuara, berbunyi (binatang)"
574,36,,,okimasu,おきます,置きます,meletakkan
575,36,,,sakimasu,さきます,咲きます,"berkembang, berbunga"
576,36,,,tsukimasu,つきます,着きます,tiba
577,36,,,nugimasu,ぬぎます,脱ぎます,menanggalkan
578,36,,,oyogimasu,およぎます,泳ぎます,berenang
579,36,,,asobimasu,あそびます,遊びます,"bermain, main-main"
580,36,,,narabimasu,ならびます,並びます,berbaris
581,36,,,tobimasu,とびます,飛びます,terbang
582,36,,,yobimasu,よびます,呼びます,memanggil
583,36,,,nomimasu,のみます,飲みます,minum
584,36,,,sumimasu,すみます,住みます,tinggal
585,36,,,tanomimasu,たのみます,頼みます,"meminta, memohon"
586,36,,,yasumimasu,やすみます,休みます,beristirahat
587,36,,,yomimasu,よみます,読みます,membaca
588,36,,,shinimasu,しにます,死にます,"mati, meninggal"
589,36,,,aimasu,あいます,会います,bertemu
590,36,,,araimasu,あらいます,洗います,mencuci
591,36,,,chigaimasu,ちがいます,違います,"berbeda, salah"
592,36,,,iimasu,いいます,言います,berkata
593,36,,,kaimasu,かいます,買います,membeli
594,36,,,naraimasu,ならいます,習います,b belajar
595,36,,,suimasu,すいます,吸います,menghisap
596,36,,,tsukaimasu,つかいます,使います,menggunakan
597,36,,,utaimasu,うたいます,歌います,bernyanyi
598,36,,,machimasu,まちます,待ちます,menunggu
599,36,,,mochimasu,もちます,持ちます,"membawa, mempunyai"
600,36,,,tachimasu,たちます,立ちます,berdiri
601,36,,,arimasu,あります,有ります,"ada, mempunyai (benda mati)"
602,36,,,furimasu,ふります,降ります,"turun (hujan, salju)"
603,36,,,hairimasu,はいります,入ります,"masuk, isi"
604,36,,,hajimarimasu,はじまります,始まります,mulai
605,36,,,harimasu,はります,貼ります,"menempelkan, melekatkan"
606,36,,,hashirimasu,はしります,走ります,berlari
607,36,,,irimasu,いります,要ります,"butuh, perlu"
608,36,,,kaerimasu,かえります,帰ります,pulang
609,36,,,kakarimasu,かかります,掛かります,"memerlukan (waktu, uang)"
610,36,,,kirimasu,きります,切ります,memotong
611,36,,,komarimasu,こまります,困ります,menyusahkan
612,36,,,kumorimasu,くもります,曇ります,"mendung, berawan"
613,36,,,magarimasu,まがります,曲がります,"membelok, melengkung"
614,36,,,narimasu,なります,なります,menjadi
615,36,,,noborimasu,のぼります,登ります,mendaki
616,36,,,norimasu,のります,乗ります,naik (kendaraan)
617,36,,,owarimasu,おわります,終わります,"selesai, berakhir"
618,36,,,shimarimasu,しまります,閉まります,"tutup, tertutup"
619,36,,,shirimasu,しります,知ります,"mengenal, mengetahui"
620,36,,,suwarimasu,すわります,座ります,duduk
621,36,,,tomarimasu,とまります,止まります,berhenti
622,36,,,torimasu,とります,取ります,mengambil
623,36,,,torimasu,とります,撮ります,"mengambil (foto, film)"
624,36,,,tsukurimasu,つくります,作ります,membuat
625,36,,,urimasu,うります,売ります,menjual
626,36,,,wakarimasu,わかります,分かります,mengerti
627,36,,,watarimasu,わたります,渡ります,menyeberang
628,36,,,yarimasu,やります,やります,melakukan
629,36,,,dashimasu,だします,出します,mengeluarkan
630,36,,,hanashimasu,はなします,話します,berbicara
631,36,,,kaeshimasu,かえします,返します,mengembalikan
632,36,,,kashimasu,かします,貸します,meminjamkan
633,36,,,keshimasu,けします,消します,"menghapus, memadamkan"
634,36,,,nakushimasu,なくします,無くします,menghilangkan
635,36,,,oshimasu,おします,押します,"mendorong, mencap"
636,36,,,sashimasu,さします,指します,"mengulurkan (tangan), memakai (payung)"
637,36,,,watashimasu,わたします,渡します,menyerahkan
638,37,,,abimasu,あびます,浴びます,"mandi, menyiram"
639,37,,,dekimasu,できます,出来ます,bisa
640,37,,,imasu,います,居ます,"ada (manusia, binatang"
641,37,,,karimasu,かります,借ります,meminjam
642,37,,,kimasu,きます,着ます,"mengenakan (pakaian, kemeja)"
643,37,,,mimasu,みます,見ます,"melihat, menonton"
644,37,,,okimasu,おきます,起きます,bangun
645,37,,,orimasu,おります,降ります,turun
646,38,,,agemasu,あげます,上げます,memberi
647,38,,,akemasu,あけます,開けます,membuka
648,38,,,dekakemasu,でかけます,出かけます,keluar rumah
649,38,,,demasu,でます,出ます,"keluar, meninggalkan"
650,38,,,haremasu,はれます,晴れます,cerah
651,38,,,iremasu,いれます,入れます,memasukkan
652,38,,,kakemasu,かけます,掛けます,menggantung
653,38,,,kiemasu,きえます,消えます,"hilang, padam"
654,38,,,kotaemasu,こたえます,答えます,menjawab
655,38,,,misemasu,みせます,見せます,memperlihatkan
656,38,,,narabemasu,ならべます,並べます,"membariskan, menyusun"
657,38,,,nemasu,ねます,寝ます,tidur
658,38,,,oboemasu,おぼえます,覚えます,mengingat
659,38,,,oshiemasu,おしえます,教えます,"mengajarkan, memberitahu"
660,38,,,shimemasu,しめます,締めます,mengikat
661,38,,,shimemasu,しめます,閉めます,menutup
662,38,,,tabemasu,たべます,食べます,makan
663,38,,,tsukaremasu,つかれます,疲れます,letih
664,38,,,tsukemasu,つけます,点けます,"menyalakan (api, listrik)"
665,38,,,tsutomemasu,つとめます,勤めます,"berdinas, bertugas"
666,38,,,umaremasu,うまれます,生まれます,lahir
667,38,,,wasuremasu,わすれます,忘れます,lupa
668,39,,,kimasu,きます,来ます,datang
669,40,,,shimasu,します,します,mengakukan
670,40,,,benkyou shimasu,べんきょうします,勉強します,belajar
671,40,,,kopī shimasu,こぴーします,コピーします,mengkopi
672,40,,,renshuu shimasu,れんしゅうします,練習します,berlatih
673,40,,,sanpo shimasu,さんぽします,散歩します,berjalan-jalan
674,40,,,souji shimasu,そうじします,掃除します,"membersihkan, melap"
